schluessel;kurzform;anzeigeform;langform
32202003-GB;TBFA-GB;Tiefbaufacharbeiter/Tiefbaufacharbeiterin - Schwer;Tiefbaufacharbeiter/Tiefbaufacharbeiterin - Schwerpunkt Gleisbauarbeiten
26222905;EMATHW;Elektroniker/in für Maschinen und Antriebstechnik ;Elektroniker/in für Maschinen und Antriebstechnik (HwO)
83142030;FPSE;Fachpraktiker/in in sozialen Einrichtungen (§66 BB;Fachpraktiker/in in sozialen Einrichtungen (§66 BBiG) ausgelaufener Beruf
26312350-GS;IEGHME;Informationselektroniker/in SP Geräte- und Systemt;Informationselektroniker/in SP Geräte- und Systemtechnik
32102020-BS;HFIHTBSBB;Hochbaufacharbeiter/in SP Beton- und Stahlbetonarb;Hochbaufacharbeiter/in SP Beton- und Stahlbetonarbeiten Industrie
99999014;FS_GKS;FS Gestaltung Fr Keramikgest. Sp Serienfertigung;FS Gestaltung Fr Keramikgest. Sp Serienfertigung
53342001;SB;Schädlingsbekämpfer/Schädlingsbekämpferin;Schädlingsbekämpfer/Schädlingsbekämpferin
32142001;FPDDH;Fachpraktiker im Dachdeckerhandwerk/Fachpraktikeri;Fachpraktiker im Dachdeckerhandwerk/Fachpraktikerin im Dachdeckerhandwerk
43232320;KITSMH;Kaufmann/Kauffrau für IT-System-Management Handwer;Kaufmann/Kauffrau für IT-System-Management Handwerk
32102005-MA;HBF-MA;Hochbaufacharbeiter/Hochbaufacharbeiterin - Schwer;Hochbaufacharbeiter/Hochbaufacharbeiterin - Schwerpunkt Maurerarbeiten
24422060;SCWIMM;Schweißwerker/in (§66 BBiG/§42r HwO);Schweißwerker/in (§66 BBiG/§42r HwO)
41422044;WPSIMB;Werkstoffprüfer/in Systemtechnik (Industrie);Werkstoffprüfer/in Systemtechnik (Industrie)
99000600;MITH;Mithelfende im elterlichen Betrieb oder Haushalt;Mithelfende im elterlichen Betrieb oder Haushalt
51312005;LFH;Lagerfachhelfer/Lagerfachhelferin;Lagerfachhelfer/Lagerfachhelferin
23212003;GIM;Gestalter für immersive Medien/Gestalterin für imm;Gestalter für immersive Medien/Gestalterin für immersive Medien
24202340;MWHMM;Metallwerker/in (§42r HwO);Metallwerker/in (§42r HwO)
28312002;GER;Gerber/Gerberin;Gerber/Gerberin
32252001;KB;Kanalbauer/Kanalbauerin;Kanalbauer/Kanalbauerin
33122001;ELE;Estrichleger/Estrichlegerin;Estrichleger/Estrichlegerin
41432010-BT;BSMIMB;Baustoffprüfer/in FR Mörtel- und Betontechnik;Baustoffprüfer/in FR Mörtel- und Betontechnik
62242010;FMFIVB;Fotomedienfachmann/-fachfrau Industrie;Fotomedienfachmann/-fachfrau Industrie
22102345;VKBHKH;Verfahrensmechaniker/in für Kunststoff- und Kautsc;Verfahrensmechaniker/in für Kunststoff- und Kautschuktechnik FR Bauteile Handwerk
54152310;FPHRB;Fahrzeugpfleger/in (§42r HwO);Fahrzeugpfleger/in (§42r HwO)
51422001;SKL;Servicekaufmann im Luftverkehr/Servicekauffrau im ;Servicekaufmann im Luftverkehr/Servicekauffrau im Luftverkehr
24412011-MG;MB-MG;Metallbauer/Metallbauerin - Fachrichtung Metallges;Metallbauer/Metallbauerin - Fachrichtung Metallgestaltung
25103030-DS;IMDSIMF;Industriemechaniker/in + duales Studium Industrie;Industriemechaniker/in + duales Studium Industrie
51312002;FLA;Fachlagerist/Fachlageristin;Fachlagerist/Fachlageristin
73312713;FMGÖRV;Fachangestellte/r für Medien- und Informationsdien;Fachangestellte/r für Medien- und Informationsdienste FR Bildagentur Öffentlicher Dienst
25212014-SH;KFZM-SH;Kraftfahrzeugmechatroniker/Kraftfahrzeugmechatroni;Kraftfahrzeugmechatroniker/Kraftfahrzeugmechatronikerin - Schwerpunkt System- und Hochvolttechnik
26312170;IKIME;IT-System-Elektroniker/in auslaufender Beruf;IT-System-Elektroniker/in auslaufender Beruf
93652329;OBOFRH;Orgelbauer/in (ohne FR-Angabe) Handwerk;Orgelbauer/in (ohne FR-Angabe) Handwerk
63112020;RVKITH;Reiseverkehrskaufmann/-kauffrau;Reiseverkehrskaufmann/-kauffrau
33302003;FPZH;Fachpraktiker im Zimmererhandwerk/Fachpraktikerin ;Fachpraktiker im Zimmererhandwerk/Fachpraktikerin im Zimmererhandwerk
22352002-PH;BPM-PH;"Bürsten- und Pinselmacher/
Bürsten- und Pinselmach";"Bürsten- und Pinselmacher/
Bürsten- und Pinselmacherin - Schwerpunkt Herstellen von Pinseln"
82080003;PFKK;Pflegefachmann/-frau Kinderkrankenpflege;Pflegefachmann/-frau Kinderkrankenpflege
26312130;FPITSE;Fachpraktiker/in für IT-Systemelektronik (§66 BBiG;Fachpraktiker/in für IT-Systemelektronik (§66 BBiG)
11232001-IM;TW-IM;Tierwirt/Tierwirtin - Fachrichtung Imkerei;Tierwirt/Tierwirtin - Fachrichtung Imkerei
25252003-MT;ZIM-MT;Zweiradmechatroniker/Zweiradmechatronikerin - Fach;Zweiradmechatroniker/Zweiradmechatronikerin - Fachrichtung Motorradtechnik
99999046;FSTe-TBWL;FS Te Fr Technische BWL (Zusatzqualifikation);FS Te Fr Technische BWL (Zusatzqualifikation)
21362001;FO;Feinoptiker/Feinoptikerin;Feinoptiker/Feinoptikerin
27302001;PTE;Produktionstechnologe/Produktionstechnologin;Produktionstechnologe/Produktionstechnologin
24232190;ZMIMM;Zerspanungsmechaniker/in Industrie;Zerspanungsmechaniker/in Industrie
61212004-DS;KGA-GH-DS;Kaufmann für Groß- und Außenhandelsmanagement/Kauf;Kaufmann für Groß- und Außenhandelsmanagement/Kauffrau für Groß- und Außenhandelsmanagement - Fachrichtung Großhandel (+ duales Studium)
21422001;FKF;Figurenkeramformer/Figurenkeramformerin;Figurenkeramformer/Figurenkeramformerin
22342032;HMPHKH;Holzmechaniker/in FR Herstellen von Bauelementen, ;Holzmechaniker/in FR Herstellen von Bauelementen, Holzpackmitteln und Rahmen
26122910;EAS;Elektroniker/in FR Automatisierungs- und Systemtec;Elektroniker/in FR Automatisierungs- und Systemtechnik
34312020-RK;FRRIGV;Fachkraft für Rohr-, Kanal- und Industrieservice S;Fachkraft für Rohr-, Kanal- und Industrieservice SP Rohr- und Kanalservice Industrie
21322010;GBIRK;Glasapparatebauer/in Industrie;Glasapparatebauer/in Industrie
61213319-DS;KGDSHEH;Kaufmann/Kauffrau im Groß- und Außenhandel + duale;Kaufmann/Kauffrau im Groß- und Außenhandel + duales Studium Handwerk
93522419;ESSH;Edelsteinschleifer/in (ohne FR-Angabe) (Handwerk);Edelsteinschleifer/in (ohne FR-Angabe) (Handwerk)
43103322-DS;FIDSSHIK;Fachinformatiker/in + duales Studium FR Systeminte;Fachinformatiker/in + duales Studium FR Systemintegration Handwerk
28222470;NDHTL;Näher/in im Damenschneiderhandwerk (§42r HwO);Näher/in im Damenschneiderhandwerk (§42r HwO)
82080002;PFKG;Pflegefachmann/-frau Generalistische Pflege;Pflegefachmann/-frau Generalistische Pflege
73332714;FMIÖRV;Fachangestellte/r für Medien- und Informationsdien;Fachangestellte/r für Medien- und Informationsdienste FR Information und Dokumentation Öffentlicher Dienst
23412353;DUHHPD;Drucker/in FR Hochdruck Handwerk;Drucker/in FR Hochdruck Handwerk
24232380;WMDHMM;Werkzeugmaschinenspaner/in Drehen (§42r HwO);Werkzeugmaschinenspaner/in Drehen (§42r HwO)
21412020;IKVIRK;Industriekeramiker/in Verfahrenstechnik;Industriekeramiker/in Verfahrenstechnik
32202004-KB;TBFA-KB;Tiefbaufacharbeiter/Tiefbaufacharbeiterin - Schwer;Tiefbaufacharbeiter/Tiefbaufacharbeiterin - Schwerpunkt Kanalbauarbeiten
24422001;SW;Schweißer/Schweißerin;Schweißer/Schweißerin
72122001;IFK;Investmentfondskaufmann/Investmentfondskauffrau;Investmentfondskaufmann/Investmentfondskauffrau
73202729;VWKHRV;Verwaltungsfachangestellte/r (ohne FR-Angabe);Verwaltungsfachangestellte/r (ohne FR-Angabe)
33212421;MLGI;Maler/in und Lackierer/in FR Gestaltung und Instan;Maler/in und Lackierer/in FR Gestaltung und Instandhaltung
25252010;FMIMF;Fahrradmonteur/in;Fahrradmonteur/in
21212033;AMSIRK;Aufbereitungsmechaniker/in FR Sand und Kies;Aufbereitungsmechaniker/in FR Sand und Kies
34342010;KMSIGV;Anlagenmechaniker/in Industrie;Anlagenmechaniker/in Industrie
93352320;KWHPK;Kerzenhersteller/in und Wachsbildner/in;Kerzenhersteller/in und Wachsbildner/in
73212003;SOFA-RV;Sozialversicherungsfachangestellter/Sozialversiche;Sozialversicherungsfachangestellter/Sozialversicherungsfachangestellte - Fachrichtung Gesetzliche Rentenversicherung
11602002;WNZ;Winzer/Winzerin;Winzer/Winzerin
99999025;FSTe-STT;FS Te Fr Steintechnik;FS Te Fr Steintechnik
32233010-DS;GBDSIHT;Gleisbauer/in + duales Studium Industrie;Gleisbauer/in + duales Studium Industrie
93622310;HIMHPK;Holzblasinstrumentenmacher/in Handwerk;Holzblasinstrumentenmacher/in Handwerk
11302641;PWPS;Pferdewirt/in FR Pferdehaltung und Service;Pferdewirt/in FR Pferdehaltung und Service
99000150-SO;SMAV;Schüler/Schülerin in Sondermaßnahmen der AV;Schüler/Schülerin in Sondermaßnahmen der AV
24522001;WM;Werkzeugmechaniker/Werkzeugmechanikerin;Werkzeugmechaniker/Werkzeugmechanikerin
41432003-MB;BSP-MB;Baustoffprüfer/Baustoffprüferin - Fachrichtung Mör;Baustoffprüfer/Baustoffprüferin - Fachrichtung Mörtel- und Betontechnik
73112810;NFFRV;Notarfachangestellte/r;Notarfachangestellte/r
62102030;VKIVB;Verkäufer/in;Verkäufer/in
62302001;FGNA;Fachgehilfe im Nahrungsmittelverkauf/Fachgehilfin ;Fachgehilfe im Nahrungsmittelverkauf/Fachgehilfin im Nahrungsmittelverkauf
32142002-AT;DD-AT;Dachdecker/Dachdeckerin - Schwerpunkt Abdichtungst;Dachdecker/Dachdeckerin - Schwerpunkt Abdichtungstechnik
26312290;ITSEI;IT-System-Elektroniker/in Industrie;IT-System-Elektroniker/in Industrie
33312004;IFA;Isolierfacharbeiter/Isolierfacharbeiterin;Isolierfacharbeiter/Isolierfacharbeiterin
11602001;HWB;Helfer im Weinbau/Helferin im Weinbau;Helfer im Weinbau/Helferin im Weinbau
25252032;ZTMHMF;Zweiradmechatroniker/in FR Motorradtechnik Handwer;Zweiradmechatroniker/in FR Motorradtechnik Handwerk
25223021-NI;MBDSNIMF;Metallbauer/in + duales Studium FR Nutzfahrzeugbau;Metallbauer/in + duales Studium FR Nutzfahrzeugbau Industrie
24523010;WMDSIMM;Werkzeugmechaniker/in + duales Studium;Werkzeugmechaniker/in + duales Studium
28342010;KÜITL;Kürschner/in;Kürschner/in
62101010;VHIVB;Verkaufshilfe / Verkaufshelfer/in (§66 BBiG);Verkaufshilfe / Verkaufshelfer/in (§66 BBiG)
23212172;MDKIPD;Mediengestalter/in Digital und Print FR Konzeption;Mediengestalter/in Digital und Print FR Konzeption und Visualisierung Industrie
51642010;LKIVL;Luftverkehrskaufmann/-kauffrau;Luftverkehrskaufmann/-kauffrau
82080001;PFKA;Pflegefachmann/-frau Altenpflege;Pflegefachmann/-frau Altenpflege
61212022;KGAMAI;Kaufmann/Kauffrau für Groß- und Außenhandelsmanage;Kaufmann/Kauffrau für Groß- und Außenhandelsmanagement - FR-Außenhandel Industrie
26253010-DS;EBDSIME;Elektroniker/in für Betriebstechnik + duales Studi;Elektroniker/in für Betriebstechnik + duales Studium Industrie
25213030-DS;KMDSIMF;Kraftfahrzeugmechatroniker/in + duales Studium Ind;Kraftfahrzeugmechatroniker/in + duales Studium Industrie
24412370;SFWHMM;Schlosser-Fachwerker/in (§42r HwO) Handwerk;Schlosser-Fachwerker/in (§42r HwO) Handwerk
82523310-DS;AODSHNG;Augenoptiker/in + duales Studium;Augenoptiker/in + duales Studium
34332001;FPKAW;Fachpraktiker für Kreislauf- und Abfallwirtschaft/;Fachpraktiker für Kreislauf- und Abfallwirtschaft/Fachpraktikerin für Kreislauf- und Abfallwirtschaft
33102001;BOL;Bodenleger/Bodenlegerin;Bodenleger/Bodenlegerin
63302003;FRVG;Fachmann für Restaurants und Veranstaltungsgastron;Fachmann für Restaurants und Veranstaltungsgastronomie/Fachfrau für Restaurants und Veranstaltungsgastronomie
22102344-CM;VKCMHKH;Verfahrensmechaniker/in für Kunststoff- und Kautsc;Verfahrensmechaniker/in für Kunststoff- und Kautschuktechnik FR Compound- und Masterbatchherstellung Handwerk
37690510-LI;FKLVIGV;Fachkraft für Lederverarbeitung Industrie;Fachkraft für Lederverarbeitung Industrie
83212070;PBWI;Praktiker/in im betreuten Wohnen (§66 BBiG) Indust;Praktiker/in im betreuten Wohnen (§66 BBiG) Industrie
51632001;KESV;Kaufmann im Eisenbahn- und Straßenverkehr/Kauffrau;Kaufmann im Eisenbahn- und Straßenverkehr/Kauffrau im Eisenbahn- und Straßenverkehr
24302002;VMBT;Verfahrensmechaniker für Beschichtungstechnik/Verf;Verfahrensmechaniker für Beschichtungstechnik/Verfahrensmechanikerin für Beschichtungstechnik
34222330;OLBHGV;Ofen- und Luftheizungsbauer/in;Ofen- und Luftheizungsbauer/in
72123022-DS;KVFDSFIFR;Kaufmann/Kauffrau für Versicherungen und Finanzen ;Kaufmann/Kauffrau für Versicherungen und Finanzen + duales Studium FR Finanzberatung Handwerk
26323010-DS;MTDSIME;Mikrotechnologe/-technologin + duales Studium;Mikrotechnologe/-technologin + duales Studium
33302009-TA;ABF-TA;Ausbaufacharbeiter/Ausbaufacharbeiterin - Schwerpu;Ausbaufacharbeiter/Ausbaufacharbeiterin - Schwerpunkt Trockenbauarbeiten
62302360-LM;FPLHVB;Fachpraktiker/in im Lebensmittelverkauf (§42r HwO);Fachpraktiker/in im Lebensmittelverkauf (§42r HwO)
29222310;BÄHLM;Bäcker/in Handwerk;Bäcker/in Handwerk
29222410;FPKHLM;Fachpraktiker/in im Konditor-Handwerk (§42r HwO);Fachpraktiker/in im Konditor-Handwerk (§42r HwO)
22343310;TIDSKH;Tischler/in + duales Studium;Tischler/in + duales Studium
52522010;BGIFT;Baugeräteführer/in;Baugeräteführer/in
23412001;FPDT;Fachpraktiker für Drucktechnik/Fachpraktikerin für;Fachpraktiker für Drucktechnik/Fachpraktikerin für Drucktechnik
23412009-TD;DR-TD;Drucker/Druckerin - Fachrichtung Tiefdruck;Drucker/Druckerin - Fachrichtung Tiefdruck
25212030-K;KMEIK;Kraftfahrzeugmechatroniker/in SP Karosserietechnik;Kraftfahrzeugmechatroniker/in SP Karosserietechnik Industrie
93522411;ESSEGH;Edelsteinschleifer/in FR Edelsteingravieren (Handw;Edelsteinschleifer/in FR Edelsteingravieren (Handwerk)
63402010;VKITH;Veranstaltungskaufmann/-kauffrau;Veranstaltungskaufmann/-kauffrau
22102005-FT;VKK-FT;Verfahrensmechaniker für Kunststoff- und Kautschuk;Verfahrensmechaniker für Kunststoff- und Kautschuktechnik/Verfahrensmechanikerin für Kunststoff- und Kautschuktechnik - Fachrichtung Formteile
92122002;FPNBP;Fachpraktiker für Nutzerbefragungen/-perspektive/F;Fachpraktiker für Nutzerbefragungen/-perspektive/Fachpraktikerin für Nutzerbefragungen/-perspektive
93312002-SB;SM-SB;Steinmetz und Steinbildhauer/Steinmetzin und Stein;Steinmetz und Steinbildhauer/Steinmetzin und Steinbildhauerin - Fachrichtung Steinbildhauerarbeiten
93232320;RAWHPK;Raumausstatterwerker/in (§66 BBiG/§42r HwO);Raumausstatterwerker/in (§66 BBiG/§42r HwO)
25223010;KFDSIMF;Land- und Baumaschinenmechatroniker/in + duales St;Land- und Baumaschinenmechatroniker/in + duales Studium
33302370;FPAHLM;Fachpraktiker/in im Ausbaufachwerk (§42r HwO);Fachpraktiker/in im Ausbaufachwerk (§42r HwO)
29222004;FPBÄ;Fachpraktiker Bäcker/Fachpraktikerin Bäcker;Fachpraktiker Bäcker/Fachpraktikerin Bäcker
21212034;AMKIRK;Aufbereitungsmechaniker/in FR Steinkohle;Aufbereitungsmechaniker/in FR Steinkohle
41432010-GT;BSPIMB;Baustoffprüfer/in FR Geotechnik;Baustoffprüfer/in FR Geotechnik
41212010;BIIMB;Biologielaborant/in;Biologielaborant/in
31222001;GEM;Geomatiker/Geomatikerin;Geomatiker/Geomatikerin
99999010;FSAW-AM;FS Agrarwirtsch. Fr Agrarmanagement;FS Agrarwirtsch. Fr Agrarmanagement
43102039;FIOFRI;Fachinformatiker/in - ohne FR-Angabe Industrie;Fachinformatiker/in - ohne FR-Angabe Industrie
82402310;BFKHNG;Bestattungsfachkraft Handwerk;Bestattungsfachkraft Handwerk
26252071;IEBT;Industrieelektriker/in FR Betriebstechnik;Industrieelektriker/in FR Betriebstechnik
51652002-TF;SK-TF;Schifffahrtskaufmann/-kauffrau - Fachrichtung Tram;Schifffahrtskaufmann/-kauffrau - Fachrichtung Trampfahrt
71303310-DS;IKDSHUO;Industriekaufmann/-kauffrau + duales Studium Handw;Industriekaufmann/-kauffrau + duales Studium Handwerk
24512330-ZM;FMZHMM;Feinwerkmechaniker/in SP Zerspanungstechnik;Feinwerkmechaniker/in SP Zerspanungstechnik
93522012-SD;DS-SD;Diamantschleifer/Diamantschleiferin - Schwerpunkt ;Diamantschleifer/Diamantschleiferin - Schwerpunkt Schmuckdiamanten
82532310;HAHNG;Hörgeräteakustiker/in;Hörgeräteakustiker/in
24232007;WMSF;Werkzeugmaschinenspaner Fräsen/Werkzeugmaschinensp;Werkzeugmaschinenspaner Fräsen/Werkzeugmaschinenspanerin Fräsen
62272001;AK;Automobilkaufmann/Automobilkauffrau;Automobilkaufmann/Automobilkauffrau
93332310;SPHPK;Holzspielzeugmacher/in Handwerk;Holzspielzeugmacher/in Handwerk
11522013;TPHILF;Tierpfleger/in FR Tierheim und Tierpension;Tierpfleger/in FR Tierheim und Tierpension
24512020;MFBIMM;Metallfeinbearbeiter/in (§66 BBiG);Metallfeinbearbeiter/in (§66 BBiG)
99999083;FSTe-ST;FS Te Fr Schuhtechnik;FS Te Fr Schuhtechnik
82542310;ZTHNG;Zahntechniker/in;Zahntechniker/in
93512002-MT;MBI-MDT;Metallbildner/Metallbildnerin - Fachrichtung Metal;Metallbildner/Metallbildnerin - Fachrichtung Metalldrücktechnik
27212005-HKS;TSP-VA;Technischer Systemplaner/Technische Systemplanerin;Technischer Systemplaner/Technische Systemplanerin - Fachrichtung Versorgungs- und Ausrüstungstechnik
33102010;BLIAB;Bodenleger/in;Bodenleger/in
41312040;PCIMB;Produktionsfachkraft Chemie Industrie;Produktionsfachkraft Chemie Industrie
54152020;FZPIRB;Fahrzeugpfleger/in (§66 BBiG);Fahrzeugpfleger/in (§66 BBiG)
25232007-TT-DS;FGM-TT-DS;Fluggerätmechaniker/Fluggerätmechanikerin - Fachri;Fluggerätmechaniker/Fluggerätmechanikerin - Fachrichtung Triebwerkstechnik (+ duales Studium)
21212042;NSLIRK;Naturwerksteinmechaniker/in FR Schleiftechnik;Naturwerksteinmechaniker/in FR Schleiftechnik
99999055;FSWi-IV-IM;FS Wi Fr Informationsverarbeitung und -management;FS Wi Fr Informationsverarbeitung und -management
93332010;HSMIPK;Holzspielzeugmacher/in Industrie;Holzspielzeugmacher/in Industrie
71382001;WGSTA;Werkgehilfe Schmuckwarenindustrie, Taschen- und Ar;Werkgehilfe Schmuckwarenindustrie, Taschen- und Armbanduhren/Werkgehilfin Schmuckwarenindustrie, Taschen- und Armbanduhren
34332010-AB;FKBIGV;Fachkraft für Kreislauf- und Abfallwirtschaft SP A;Fachkraft für Kreislauf- und Abfallwirtschaft SP Abfallbeseitigung und -behandlung Industrie
22332019-GI;HMSIKH;Holzmechaniker/in (ohne Fachrichtungsangabe) (ausg;Holzmechaniker/in (ohne Fachrichtungsangabe) (ausgelaufener Beruf)
32202020-RO;TBIHTRO;Tiefbaufacharbeiter/in SP Rohrleitungsbauarbeiten;Tiefbaufacharbeiter/in SP Rohrleitungsbauarbeiten
24413389-DS;MBDSHMM;Metallbauer/in + duales Studium (ohne FR-Angabe) H;Metallbauer/in + duales Studium (ohne FR-Angabe) Handwerk
24413083-MG;MBDSMIMM;Metallbauer/in + duales Studium FR Metallgestaltun;Metallbauer/in + duales Studium FR Metallgestaltung Industrie
63302005;HGG;Helfer im Gastgewerbe/Helferin im Gastgewerbe;Helfer im Gastgewerbe/Helferin im Gastgewerbe
34212310;ASHHGV;Anlagenmechaniker/in für Sanitär-, Heizungs- und K;Anlagenmechaniker/in für Sanitär-, Heizungs- und Klimatechnik Handwerk
29113310;BRMHLMDS;Brauer/in und Mälzer/in + duales Studium;Brauer/in und Mälzer/in + duales Studium
28222009-DS;MS-DA;Maßschneider/Maßschneiderin - Schwerpunkt Damen;Maßschneider/Maßschneiderin - Schwerpunkt Damen
32202030;TBWIHT;Tiefbaufachwerker/in (§66 BBiG);Tiefbaufachwerker/in (§66 BBiG)
25212012-NT;KFZM-NT;Kraftfahrzeugmechatroniker/Kraftfahrzeugmechatroni;Kraftfahrzeugmechatroniker/Kraftfahrzeugmechatronikerin - Schwerpunkt Nutzfahrzeugtechnik
26123958;TPDM;Techniker/in für Produktionstechnik und Datenmanag;Techniker/in für Produktionstechnik und Datenmanagement
26122004-DS;ELAT-DS;Elektroniker für Automatisierungstechnik/Elektroni;Elektroniker für Automatisierungstechnik/Elektronikerin für Automatisierungstechnik (+ duales Studium)
32123010-DS;MADSIHT;Maurer/in + duales Studium;Maurer/in + duales Studium
82402001;BFK;Bestattungsfachkraft;Bestattungsfachkraft
22302020;HBSIKH;Holzbearbeitungsmechaniker/in;Holzbearbeitungsmechaniker/in
29302002;FPKÜ;Fachpraktiker Küche/Fachpraktikerin Küche;Fachpraktiker Küche/Fachpraktikerin Küche
24122314;VHSHMM;Verfahrensmechaniker/in in der Hütten- und Halbzeu;Verfahrensmechaniker/in in der Hütten- und Halbzeugindustrie FR Stahl-Umformung Handwerk
26312420;SELIME;Systemelektroniker/in;Systemelektroniker/in
22102001-BT;VKK-BT;Verfahrensmechaniker für Kunststoff- und Kautschuk;Verfahrensmechaniker für Kunststoff- und Kautschuktechnik/Verfahrensmechanikerin für Kunststoff- und Kautschuktechnik - Fachrichtung Bauteile
23422320-SI;BBEIPD;Buchbinder/in Einzel- und Sonderfertigung Industri;Buchbinder/in Einzel- und Sonderfertigung Industrie
61212002-AH;KGA-AH;Kaufmann für Groß- und Außenhandelsmanagement/Kauf;Kaufmann für Groß- und Außenhandelsmanagement/Kauffrau für Groß- und Außenhandelsmanagement - Fachrichtung Außenhandel
82542001;ZT;Zahntechniker/Zahntechnikerin;Zahntechniker/Zahntechnikerin
21232001-SA;SM-SA;Steinmetz und Steinbildhauer/Steinmetzin und Stein;Steinmetz und Steinbildhauer/Steinmetzin und Steinbildhauerin - Fachrichtung Steinmetzarbeiten
41322040-TV;TLVIMB;Textillaborant/in SP Textilveredlung;Textillaborant/in SP Textilveredlung
73212009-KS;SOFA-KS;Sozialversicherungsfachangestellter/Sozialversiche;Sozialversicherungsfachangestellter/Sozialversicherungsfachangestellte - Fachrichtung Knappschaftliche Sozialversicherung
43412004-DS;MTS-DS;Mathematisch-technischer Softwareentwickler/Mathem;Mathematisch-technischer Softwareentwickler/Mathematisch-technische Softwareentwicklerin (+ duales Studium)
22342005-DS;TI-DS;Tischler/Tischlerin (+ duales Studium);Tischler/Tischlerin (+ duales Studium)
43102029;FIIIK;Fachinformatiker/in (ohne FR-Angabe) Industrie aus;Fachinformatiker/in (ohne FR-Angabe) Industrie ausgelaufener Beruf
